# ecldata4a.ecl
sha256: 797c83391c77d386abd264249224821be3d878fcf73b2bd71189dbfd3776f6cf
header: subroutines=61 timelines=2 data_end=0x0000c2bc

## timeline 0 [0x0000a2b4, 0x0000bafc)
0x0000a2b4 t=     1 op=0x00 size=32 diff=0xff  spawn_enemy sub=15 pos=(30,-16) rest=[0x00000014, 0xfffffffe, 0x000003e8]
0x0000b7b0 t=  6553 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000b7d0 t=  6563 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000b7f0 t=  6573 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000b810 t=  6583 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000b830 t=  6593 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000b850 t=  6653 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000b870 t=  6663 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000b890 t=  6673 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000b8b0 t=  6683 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000b8d0 t=  6693 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000b8f0 t=  6753 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000b910 t=  6763 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000b930 t=  6773 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000b950 t=  6783 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000b970 t=  6793 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000b990 t=  6853 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000b9b0 t=  6863 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000b9d0 t=  6873 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000b9f0 t=  6883 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000ba10 t=  6893 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000ba30 t=  6923 op=0x00 size=32 diff=0xff  spawn_enemy sub=14 pos=(-16,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000ba50 t=  6923 op=0x00 size=32 diff=0xff  spawn_enemy sub=24 pos=(192,-16) rest=[0x0000ea60, 0xfffffffe, 0x000186a0]
0x0000ba70 t=  6923 op=0x0a size=12 diff=0xff  wait_enemy_inactive args=[0x00000000(s=0,f=0)]
0x0000ba7c t=  6923 op=0x06 size=12 diff=0xff  engine_event_06 args=[0x00000003(s=3,f=4.203895e-45)]
0x0000ba88 t=  6924 op=0x07 size= 8 diff=0xff  conditional_timeline_stop args=[]
0x0000ba90 t=  6924 op=0x08 size=16 diff=0xff  set_enemy_field args=[0x00000000(s=0,f=0), 0x00000001(s=1,f=1.401298e-45)]
0x0000baa0 t=  6924 op=0x0a size=12 diff=0xff  wait_enemy_inactive args=[0x00000000(s=0,f=0)]
0x0000baac t=  6924 op=0x00 size=32 diff=0xfe  spawn_enemy sub=27 pos=(192,160) rest=[0x0000ea60, 0xfffffffe, 0x000186a0]
0x0000bacc t=  6925 op=0x0a size=12 diff=0xfe  wait_enemy_inactive args=[0x00000000(s=0,f=0)]
0x0000bad8 t=  6925 op=0x06 size=12 diff=0xff  engine_event_06 args=[0x00000001(s=1,f=1.401298e-45)]
0x0000bae4 t=  6925 op=0x07 size= 8 diff=0xff  conditional_timeline_stop args=[]
0x0000baec stop (negative time); 16 bytes remain in timeline region

## timeline 1 [0x0000bafc, 0x0000c2bc)
0x0000bafc t=    20 op=0x0d size=12 diff=0xff  wait_marker args=[0x00000000(s=0,f=0)]
0x0000bb08 t=    30 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bb28 t=    40 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000bb48 t=    50 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bb68 t=    60 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000bb88 t=    70 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bba8 t=    80 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bbc8 t=    90 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000bbe8 t=   100 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bc08 t=   110 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000bc28 t=   120 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bc48 t=   130 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bc68 t=   140 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000bc88 t=   150 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bca8 t=   160 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000bcc8 t=   170 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bce8 t=   190 op=0x0d size=12 diff=0xff  wait_marker args=[0x00000000(s=0,f=0)]
0x0000bcf4 t=   200 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bd14 t=   210 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000bd34 t=   220 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bd54 t=   230 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000bd74 t=   240 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bd94 t=   250 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bdb4 t=   260 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000bdd4 t=   270 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bdf4 t=   280 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000be14 t=   290 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000be34 t=   300 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000be54 t=   310 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000be74 t=   320 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000be94 t=   330 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000beb4 t=   340 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bed4 t=   360 op=0x0d size=12 diff=0xff  wait_marker args=[0x00000000(s=0,f=0)]
0x0000bee0 t=   370 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bf00 t=   380 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000bf20 t=   390 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bf40 t=   400 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000bf60 t=   410 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bf80 t=   420 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bfa0 t=   430 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000bfc0 t=   440 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000bfe0 t=   450 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000c000 t=   460 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000c020 t=   470 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000c040 t=   480 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000c060 t=   490 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000c080 t=   500 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000c0a0 t=   510 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000c0c0 t=   530 op=0x0d size=12 diff=0xff  wait_marker args=[0x00000000(s=0,f=0)]
0x0000c0cc t=   540 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000c0ec t=   550 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000c10c t=   560 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000c12c t=   570 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000c14c t=   580 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000c16c t=   590 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000c18c t=   600 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000c1ac t=   610 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000c1cc t=   620 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000c1ec t=   630 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000c20c t=   640 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000c22c t=   650 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000c24c t=   660 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000c26c t=   670 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000c28c t=   680 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000c2ac stop (negative time); 16 bytes remain in timeline region

## sub 0 [0x0000013c, 0x00000214)
0x0000013c t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000000(s=0,f=0)]
0x0000014c t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x00000160 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000002(s=2,f=2.802597e-45)]
0x00000170 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x00000008(s=8,f=1.121039e-44)]
0x00000180 t=     0 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000002(s=2,f=2.802597e-45)]
0x00000194 t=     0 op=0x0042 size=28 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar_timed args=[0x0000001e(s=30,f=4.203895e-44), 0x00000004(s=4,f=5.605194e-45), 0x00000000(s=0,f=0), 0x40400000(s=1077936128,f=3)]
0x000001b0 t=    30 op=0x0041 size=20 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar args=[0x00000000(s=0,f=0), 0x40800000(s=1082130432,f=4)]
0x000001c4 t=    30 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000001(s=1,f=1.401298e-45)]
0x000001d8 t=    30 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x00000003(s=3,f=4.203895e-45)]
0x000001ec t=    30 op=0x0046 size=16 b08=0x00 diff=0xff pmask=0x0000  set_angular_velocity args=[0x3acde32e(s=986571566,f=0.001570796)]
0x000001fc t=  5030 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00000208 sub-footer

## sub 1 [0x00000214, 0x00000490)
0x00000214 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000021(s=33,f=4.624285e-44)]
0x00000228 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000021(s=33,f=4.624285e-44)]
0x0000023c t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000001a(s=26,f=3.643376e-44)]
0x00000250 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000012(s=18,f=2.522337e-44)]
0x00000264 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40400000(s=1077936128,f=3)]
0x00000278 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x404ccccd(s=1078774989,f=3.2)]
0x0000028c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40800000(s=1082130432,f=4)]
0x000002a0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40933333(s=1083388723,f=4.6)]
0x000002b4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x000002c8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x40000000(s=1073741824,f=2)]
0x000002dc t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x40133333(s=1075000115,f=2.3)]
0x000002f0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x4019999a(s=1075419546,f=2.4)]
0x00000304 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x00000000(s=0,f=0)]
0x00000318 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x00000000(s=0,f=0)]
0x0000032c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x40000000(s=1073741824,f=2)]
0x00000340 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x400ccccd(s=1074580685,f=2.2)]
0x00000354 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8c00(s=1176275968,f=10019), 0x00000000(s=0,f=0)]
0x00000368 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8c00(s=1176275968,f=10019), 0x00000000(s=0,f=0)]
0x0000037c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8c00(s=1176275968,f=10019), 0x00000000(s=0,f=0)]
0x00000390 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8c00(s=1176275968,f=10019), 0x3fe66666(s=1072064102,f=1.8)]
0x000003a4 t=     0 op=0x0060 size=44 b08=0x00 diff=0xff pmask=0x0010  fire mode=0 type=6 color=6 count=(1,1) speed=($f(10016),2) angle=(0,0.2855993) flags=0x00000203
0x000003d0 t=     0 op=0x0060 size=44 b08=0x00 diff=0xfe pmask=0x0010  fire mode=0 type=6 color=6 count=(2,1) speed=($f(10017),1) angle=(0,0.3926991) flags=0x00000203
0x000003fc t=     0 op=0x0060 size=44 b08=0x00 diff=0xfc pmask=0x0010  fire mode=0 type=6 color=6 count=(3,1) speed=($f(10018),1) angle=(0,0.3926991) flags=0x00000203
0x00000428 t=     0 op=0x0060 size=44 b08=0x00 diff=0xf8 pmask=0x0010  fire mode=0 type=6 color=6 count=(4,1) speed=($f(10019),1) angle=(0,0.3926991) flags=0x00000203
0x00000454 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002710(s=10000,f=1.401298e-41)]
0x00000464 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffff40(s=-192,f=nan)]
0x00000478 t=     0 op=0x0035 size=12 b08=0x00 diff=0xff pmask=0x0000  return_subroutine args=[]
0x00000484 sub-footer

## sub 2 [0x00000490, 0x00000690)
0x00000490 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000001e(s=30,f=4.203895e-44)]
0x000004a4 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x000004b8 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x000004cc t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x000004e0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40000000(s=1073741824,f=2)]
0x000004f4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40400000(s=1077936128,f=3)]
0x00000508 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40800000(s=1082130432,f=4)]
0x0000051c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40933333(s=1083388723,f=4.6)]
0x00000530 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x00000544 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3fcccccd(s=1070386381,f=1.6)]
0x00000558 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x40200000(s=1075838976,f=2.5)]
0x0000056c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x40400000(s=1077936128,f=3)]
0x00000580 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x00000000(s=0,f=0)]
0x00000594 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x00000000(s=0,f=0)]
0x000005a8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x40000000(s=1073741824,f=2)]
0x000005bc t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x40200000(s=1075838976,f=2.5)]
0x000005d0 t=     0 op=0x0060 size=44 b08=0x00 diff=0xff pmask=0x0010  fire mode=0 type=6 color=6 count=(1,1) speed=($f(10016),2) angle=(0,0.2855993) flags=0x00000203
0x000005fc t=     0 op=0x0060 size=44 b08=0x00 diff=0xfe pmask=0x0010  fire mode=0 type=6 color=6 count=(1,1) speed=($f(10017),0.5) angle=(3.141593,0.2855993) flags=0x00000203
0x00000628 t=     0 op=0x0060 size=44 b08=0x00 diff=0xfc pmask=0x0010  fire mode=0 type=6 color=6 count=(2,1) speed=($f(10018),0.5) angle=(3.141593,0.2855993) flags=0x00000203
0x00000654 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002710(s=10000,f=1.401298e-41)]
0x00000664 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffff6c(s=-148,f=nan)]
0x00000678 t=     0 op=0x0035 size=12 b08=0x00 diff=0xff pmask=0x0000  return_subroutine args=[]
0x00000684 sub-footer

## sub 3 [0x00000690, 0x00000754)
0x00000690 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000000(s=0,f=0)]
0x000006a0 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x000006b4 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000002(s=2,f=2.802597e-45)]
0x000006c4 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000001e(s=30,f=4.203895e-44)]
0x000006d4 t=     0 op=0x0042 size=28 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar_timed args=[0x0000001e(s=30,f=4.203895e-44), 0x00000004(s=4,f=5.605194e-45), 0x3fc90fdb(s=1070141403,f=1.570796), 0x40000000(s=1073741824,f=2)]
0x000006f0 t=    30 op=0x0041 size=20 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar args=[0x3fc90fdb(s=1070141403,f=1.570796), 0x40200000(s=1075838976,f=2.5)]
0x00000704 t=    30 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000004(s=4,f=5.605194e-45)]
0x00000718 t=    30 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x00000003(s=3,f=4.203895e-45)]
0x0000072c t=    30 op=0x0046 size=16 b08=0x00 diff=0xff pmask=0x0000  set_angular_velocity args=[0x3acde32e(s=986571566,f=0.001570796)]
