# ecldata4b.ecl
sha256: aa4c1d45accc12faa9fab021f3ba6a19f668e1edeaafcad04293483d4b18bcc6
header: subroutines=78 timelines=2 data_end=0x0000e540

## timeline 0 [0x0000c538, 0x0000dd80)
0x0000c538 t=     1 op=0x00 size=32 diff=0xff  spawn_enemy sub=15 pos=(30,-16) rest=[0x00000014, 0xfffffffe, 0x000003e8]
0x0000da34 t=  6553 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000da54 t=  6563 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000da74 t=  6573 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000da94 t=  6583 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000dab4 t=  6593 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000dad4 t=  6653 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000daf4 t=  6663 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000db14 t=  6673 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000db34 t=  6683 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000db54 t=  6693 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000db74 t=  6753 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000db94 t=  6763 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000dbb4 t=  6773 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000dbd4 t=  6783 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000dbf4 t=  6793 op=0x00 size=32 diff=0xff  spawn_enemy sub=0 pos=(-16,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000dc14 t=  6853 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000dc34 t=  6863 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000dc54 t=  6873 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000dc74 t=  6883 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000dc94 t=  6893 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=0 pos=(400,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000dcb4 t=  6923 op=0x00 size=32 diff=0xff  spawn_enemy sub=14 pos=(-16,64) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000dcd4 t=  6923 op=0x00 size=32 diff=0xff  spawn_enemy sub=27 pos=(192,-16) rest=[0x0000ea60, 0xfffffffe, 0x000186a0]
0x0000dcf4 t=  6923 op=0x0a size=12 diff=0xff  wait_enemy_inactive args=[0x00000000(s=0,f=0)]
0x0000dd00 t=  6923 op=0x06 size=12 diff=0xff  engine_event_06 args=[0x00000003(s=3,f=4.203895e-45)]
0x0000dd0c t=  6924 op=0x07 size= 8 diff=0xff  conditional_timeline_stop args=[]
0x0000dd14 t=  6924 op=0x08 size=16 diff=0xff  set_enemy_field args=[0x00000000(s=0,f=0), 0x00000001(s=1,f=1.401298e-45)]
0x0000dd24 t=  6924 op=0x0a size=12 diff=0xff  wait_enemy_inactive args=[0x00000000(s=0,f=0)]
0x0000dd30 t=  6924 op=0x00 size=32 diff=0xfe  spawn_enemy sub=35 pos=(192,160) rest=[0x0000ea60, 0xfffffffe, 0x000186a0]
0x0000dd50 t=  6925 op=0x0a size=12 diff=0xfe  wait_enemy_inactive args=[0x00000000(s=0,f=0)]
0x0000dd5c t=  6925 op=0x06 size=12 diff=0xff  engine_event_06 args=[0x00000001(s=1,f=1.401298e-45)]
0x0000dd68 t=  6925 op=0x07 size= 8 diff=0xff  conditional_timeline_stop args=[]
0x0000dd70 stop (negative time); 16 bytes remain in timeline region

## timeline 1 [0x0000dd80, 0x0000e540)
0x0000dd80 t=    20 op=0x0d size=12 diff=0xff  wait_marker args=[0x00000000(s=0,f=0)]
0x0000dd8c t=    30 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000ddac t=    40 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000ddcc t=    50 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000ddec t=    60 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000de0c t=    70 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000de2c t=    80 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000de4c t=    90 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000de6c t=   100 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000de8c t=   110 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000deac t=   120 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000decc t=   130 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000deec t=   140 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000df0c t=   150 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000df2c t=   160 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000df4c t=   170 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000df6c t=   190 op=0x0d size=12 diff=0xff  wait_marker args=[0x00000000(s=0,f=0)]
0x0000df78 t=   200 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000df98 t=   210 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000dfb8 t=   220 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000dfd8 t=   230 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000dff8 t=   240 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e018 t=   250 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e038 t=   260 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000e058 t=   270 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e078 t=   280 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000e098 t=   290 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e0b8 t=   300 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e0d8 t=   310 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000e0f8 t=   320 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e118 t=   330 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000e138 t=   340 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e158 t=   360 op=0x0d size=12 diff=0xff  wait_marker args=[0x00000000(s=0,f=0)]
0x0000e164 t=   370 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e184 t=   380 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000e1a4 t=   390 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e1c4 t=   400 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000e1e4 t=   410 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e204 t=   420 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e224 t=   430 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000e244 t=   440 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e264 t=   450 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000e284 t=   460 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e2a4 t=   470 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e2c4 t=   480 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000e2e4 t=   490 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e304 t=   500 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000e324 t=   510 op=0x00 size=32 diff=0xff  spawn_enemy sub=3 pos=(64,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e344 t=   530 op=0x0d size=12 diff=0xff  wait_marker args=[0x00000000(s=0,f=0)]
0x0000e350 t=   540 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e370 t=   550 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000e390 t=   560 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e3b0 t=   570 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000e3d0 t=   580 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e3f0 t=   590 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e410 t=   600 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000e430 t=   610 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e450 t=   620 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000e470 t=   630 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e490 t=   640 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e4b0 t=   650 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000e4d0 t=   660 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e4f0 t=   670 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000000, 0x000003e8]
0x0000e510 t=   680 op=0x01 size=32 diff=0xff  spawn_enemy_variant sub=3 pos=(320,-16) rest=[0x0000001e, 0x00000001, 0x000003e8]
0x0000e530 stop (negative time); 16 bytes remain in timeline region

## sub 0 [0x00000180, 0x00000258)
0x00000180 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000000(s=0,f=0)]
0x00000190 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x000001a4 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000002(s=2,f=2.802597e-45)]
0x000001b4 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x00000008(s=8,f=1.121039e-44)]
0x000001c4 t=     0 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000002(s=2,f=2.802597e-45)]
0x000001d8 t=     0 op=0x0042 size=28 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar_timed args=[0x0000001e(s=30,f=4.203895e-44), 0x00000004(s=4,f=5.605194e-45), 0x00000000(s=0,f=0), 0x40400000(s=1077936128,f=3)]
0x000001f4 t=    30 op=0x0041 size=20 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar args=[0x00000000(s=0,f=0), 0x40800000(s=1082130432,f=4)]
0x00000208 t=    30 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000001(s=1,f=1.401298e-45)]
0x0000021c t=    30 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x00000003(s=3,f=4.203895e-45)]
0x00000230 t=    30 op=0x0046 size=16 b08=0x00 diff=0xff pmask=0x0000  set_angular_velocity args=[0x3acde32e(s=986571566,f=0.001570796)]
0x00000240 t=  5030 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x0000024c sub-footer

## sub 1 [0x00000258, 0x000004d4)
0x00000258 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000021(s=33,f=4.624285e-44)]
0x0000026c t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000021(s=33,f=4.624285e-44)]
0x00000280 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000001a(s=26,f=3.643376e-44)]
0x00000294 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000012(s=18,f=2.522337e-44)]
0x000002a8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40400000(s=1077936128,f=3)]
0x000002bc t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x404ccccd(s=1078774989,f=3.2)]
0x000002d0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40800000(s=1082130432,f=4)]
0x000002e4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40933333(s=1083388723,f=4.6)]
0x000002f8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x0000030c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x40000000(s=1073741824,f=2)]
0x00000320 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x40133333(s=1075000115,f=2.3)]
0x00000334 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x4019999a(s=1075419546,f=2.4)]
0x00000348 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x00000000(s=0,f=0)]
0x0000035c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x00000000(s=0,f=0)]
0x00000370 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x40000000(s=1073741824,f=2)]
0x00000384 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x400ccccd(s=1074580685,f=2.2)]
0x00000398 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8c00(s=1176275968,f=10019), 0x00000000(s=0,f=0)]
0x000003ac t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8c00(s=1176275968,f=10019), 0x00000000(s=0,f=0)]
0x000003c0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8c00(s=1176275968,f=10019), 0x00000000(s=0,f=0)]
0x000003d4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8c00(s=1176275968,f=10019), 0x3fe66666(s=1072064102,f=1.8)]
0x000003e8 t=     0 op=0x0060 size=44 b08=0x00 diff=0xff pmask=0x0010  fire mode=0 type=6 color=6 count=(1,1) speed=($f(10016),2) angle=(0,0.2855993) flags=0x00000203
0x00000414 t=     0 op=0x0060 size=44 b08=0x00 diff=0xfe pmask=0x0010  fire mode=0 type=6 color=6 count=(2,1) speed=($f(10017),1) angle=(0,0.3926991) flags=0x00000203
0x00000440 t=     0 op=0x0060 size=44 b08=0x00 diff=0xfc pmask=0x0010  fire mode=0 type=6 color=6 count=(3,1) speed=($f(10018),1) angle=(0,0.3926991) flags=0x00000203
0x0000046c t=     0 op=0x0060 size=44 b08=0x00 diff=0xf8 pmask=0x0010  fire mode=0 type=6 color=6 count=(4,1) speed=($f(10019),1) angle=(0,0.3926991) flags=0x00000203
0x00000498 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002710(s=10000,f=1.401298e-41)]
0x000004a8 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffff40(s=-192,f=nan)]
0x000004bc t=     0 op=0x0035 size=12 b08=0x00 diff=0xff pmask=0x0000  return_subroutine args=[]
0x000004c8 sub-footer

## sub 2 [0x000004d4, 0x000006d4)
0x000004d4 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000001e(s=30,f=4.203895e-44)]
0x000004e8 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x000004fc t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x00000510 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000a(s=10,f=1.401298e-44)]
0x00000524 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40000000(s=1073741824,f=2)]
0x00000538 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40400000(s=1077936128,f=3)]
0x0000054c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40800000(s=1082130432,f=4)]
0x00000560 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x40933333(s=1083388723,f=4.6)]
0x00000574 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x00000588 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3fcccccd(s=1070386381,f=1.6)]
0x0000059c t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x40200000(s=1075838976,f=2.5)]
0x000005b0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x40400000(s=1077936128,f=3)]
0x000005c4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x00000000(s=0,f=0)]
0x000005d8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x00000000(s=0,f=0)]
0x000005ec t=     0 op=0x0007 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x40000000(s=1073741824,f=2)]
0x00000600 t=     0 op=0x0007 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_float args=[0x461c8800(s=1176274944,f=10018), 0x40200000(s=1075838976,f=2.5)]
0x00000614 t=     0 op=0x0060 size=44 b08=0x00 diff=0xff pmask=0x0010  fire mode=0 type=6 color=6 count=(1,1) speed=($f(10016),2) angle=(0,0.2855993) flags=0x00000203
0x00000640 t=     0 op=0x0060 size=44 b08=0x00 diff=0xfe pmask=0x0010  fire mode=0 type=6 color=6 count=(1,1) speed=($f(10017),0.5) angle=(3.141593,0.2855993) flags=0x00000203
0x0000066c t=     0 op=0x0060 size=44 b08=0x00 diff=0xfc pmask=0x0010  fire mode=0 type=6 color=6 count=(2,1) speed=($f(10018),0.5) angle=(3.141593,0.2855993) flags=0x00000203
0x00000698 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002710(s=10000,f=1.401298e-41)]
0x000006a8 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffff6c(s=-148,f=nan)]
0x000006bc t=     0 op=0x0035 size=12 b08=0x00 diff=0xff pmask=0x0000  return_subroutine args=[]
0x000006c8 sub-footer

## sub 3 [0x000006d4, 0x00000798)
0x000006d4 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000000(s=0,f=0)]
0x000006e4 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x000006f8 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000002(s=2,f=2.802597e-45)]
0x00000708 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000001e(s=30,f=4.203895e-44)]
0x00000718 t=     0 op=0x0042 size=28 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar_timed args=[0x0000001e(s=30,f=4.203895e-44), 0x00000004(s=4,f=5.605194e-45), 0x3fc90fdb(s=1070141403,f=1.570796), 0x40000000(s=1073741824,f=2)]
0x00000734 t=    30 op=0x0041 size=20 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar args=[0x3fc90fdb(s=1070141403,f=1.570796), 0x40200000(s=1075838976,f=2.5)]
0x00000748 t=    30 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000004(s=4,f=5.605194e-45)]
0x0000075c t=    30 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002735(s=10037,f=1.406483e-41), 0x00000003(s=3,f=4.203895e-45)]
0x00000770 t=    30 op=0x0046 size=16 b08=0x00 diff=0xff pmask=0x0000  set_angular_velocity args=[0x3acde32e(s=986571566,f=0.001570796)]
