# ecldata5.ecl
sha256: 3148f45faf78bd8211a956edcdc353be73d2781995d3dadd36bdca8132f8fe19
header: subroutines=90 timelines=1 data_end=0x0000b878

## timeline 0 [0x0000a674, 0x0000b878)
0x0000a674 t=   260 op=0x00 size=32 diff=0xff  spawn_enemy sub=2 pos=(192,-16) rest=[0x000002bc, 0xfffffffe, 0x000003e8]
0x00000358 t=    60 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffffd4(s=-44,f=nan)]
0x0000036c sub-footer

## sub 2 [0x00000378, 0x00000848)
0x00000378 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000053(s=83,f=1.163078e-43)]
0x00000388 t=     0 op=0x0039 size=20 b08=0x00 diff=0xff pmask=0x0000  set_secondary_animation args=[0x00000000(s=0,f=0), 0x00000030(s=48,f=6.726233e-44)]
0x0000039c t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x42400000(s=1111490560,f=48), 0x42400000(s=1111490560,f=48)]
0x000003b0 t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x000000c8(s=200,f=2.802597e-43)]
0x000003c0 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000002(s=2,f=2.802597e-45)]
0x000003d0 t=     0 op=0x0090 size=20 b08=0x00 diff=0xff pmask=0x0000  set_drop_counts args=[0x00000005(s=5,f=7.006492e-45), 0x00000004(s=4,f=5.605194e-45)]
0x000003e4 t=     0 op=0x0042 size=28 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar_timed args=[0x0000003c(s=60,f=8.407791e-44), 0x00000004(s=4,f=5.605194e-45), 0x3fc90fdb(s=1070141403,f=1.570796), 0x40400000(s=1077936128,f=3)]
0x00000400 t=     0 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461ce800(s=1176299520,f=10042), 0x43400000(s=1128267776,f=192), 0x00000000(s=0,f=0), 0x00000044(s=68,f=9.52883e-44)]
0x0000041c t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3dd67750(s=1037465424,f=0.1047198)]
0x00000430 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000028(s=40,f=5.605194e-44)]
0x00000444 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbdd67750(s=-1110018224,f=-0.1047198)]
0x00000458 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xc0490fdb(s=-1068953637,f=-3.141593)]
0x0000046c t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000003(s=3,f=4.203895e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000490 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbf860a92(s=-1081734510,f=-1.047198)]
0x000004a4 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000003(s=3,f=4.203895e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000004c8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3f860a92(s=1065749138,f=1.047198)]
0x000004dc t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000003(s=3,f=4.203895e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000500 t=     0 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461ce800(s=1176299520,f=10042), 0x43400000(s=1128267776,f=192), 0x00000000(s=0,f=0), 0x00000044(s=68,f=9.52883e-44)]
0x0000051c t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbda0d97c(s=-1113532036,f=-0.07853982)]
0x00000530 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000028(s=40,f=5.605194e-44)]
0x00000544 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3da0d97c(s=1033951612,f=0.07853982)]
0x00000558 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xc0490fdb(s=-1068953637,f=-3.141593)]
0x0000056c t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000005(s=5,f=7.006492e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000590 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbff1463a(s=-1074706886,f=-1.884956)]
0x000005a4 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000005(s=5,f=7.006492e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000005c8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbf20d97c(s=-1088366212,f=-0.6283185)]
0x000005dc t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000005(s=5,f=7.006492e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000600 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3f20d97c(s=1059117436,f=0.6283185)]
0x00000614 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000005(s=5,f=7.006492e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000638 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3ff1463a(s=1072776762,f=1.884956)]
0x0000064c t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000005(s=5,f=7.006492e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000670 t=     0 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461ce800(s=1176299520,f=10042), 0x43400000(s=1128267776,f=192), 0x00000000(s=0,f=0), 0x00000044(s=68,f=9.52883e-44)]
0x0000068c t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3d567750(s=1029076816,f=0.05235988)]
0x000006a0 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000028(s=40,f=5.605194e-44)]
0x000006b4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbd567750(s=-1118406832,f=-0.05235988)]
0x000006c8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xc0490fdb(s=-1068953637,f=-3.141593)]
0x000006dc t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000007(s=7,f=9.809089e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000700 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbff1463a(s=-1074706886,f=-1.884956)]
0x00000714 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000007(s=7,f=9.809089e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000738 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbf20d97c(s=-1088366212,f=-0.6283185)]
0x0000074c t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000007(s=7,f=9.809089e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000770 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3f20d97c(s=1059117436,f=0.6283185)]
0x00000784 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000007(s=7,f=9.809089e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000007a8 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3ff1463a(s=1072776762,f=1.884956)]
0x000007bc t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000007(s=7,f=9.809089e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x000007e0 t=    60 op=0x0041 size=20 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar args=[0x3ec90fdb(s=1053364187,f=0.3926991), 0x00000000(s=0,f=0)]
0x000007f4 t=    60 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3fc90fdb(s=1070141403,f=1.570796)]
0x00000808 t=    60 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3d567750(s=1029076816,f=0.05235988)]
0x0000081c t=   180 op=0x0041 size=20 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar args=[0xbfc90fdb(s=-1077342245,f=-1.570796), 0x3f19999a(s=1058642330,f=0.6)]
0x00000830 t=  5180 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x0000083c sub-footer

## sub 3 [0x00000848, 0x000008fc)
0x00000848 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000036(s=54,f=7.567012e-44)]
0x00000858 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x0000086c t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x0000087c t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000003(s=3,f=4.203895e-45)]
0x0000088c t=     0 op=0x0053 size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_flag args=[0x00000001(s=1,f=1.401298e-45)]
0x0000089c t=     0 op=0x0049 size=28 b08=0x00 diff=0xff pmask=0x0006  move_from_current args=[0x00000014(s=20,f=2.802597e-44), 0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017), 0x3fc00000(s=1069547520,f=1.5)]
0x000008b8 t=    20 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0002  set_motion_interpolation args=[0x00001770(s=6000,f=8.407791e-42), 0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x000008d0 t=    20 op=0x0087 size=20 b08=0x00 diff=0xfe pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000004(s=4,f=5.605194e-45)]
0x000008e4 t=  5020 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x000008f0 sub-footer

## sub 4 [0x000008fc, 0x000009ac)
0x000008fc t=     0 op=0x006f size=40 b08=0x00 diff=0xff pmask=0x0000  define_transform index=0 kind=64 wait_for_clear=0 int_0=50 int_1=1 float_0=1.570796 float_1=2.5
0x00000924 t=     0 op=0x0006 size=20 b08=0x00 diff=0xff pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000008(s=8,f=1.121039e-44)]
0x00000938 t=     0 op=0x001a size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_sub args=[0x461c8000(s=1176272896,f=10016), 0x461d5400(s=1176327168,f=10069), 0x40490fdb(s=1078530011,f=3.141593)]
0x00000950 t=     0 op=0x0061 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=1 type=2 color=2 count=(1,1) speed=(1.5,0.8) angle=($f(10016),0) flags=0x00000242
0x0000097c t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002710(s=10000,f=1.401298e-41)]
0x0000098c t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffffac(s=-84,f=nan)]
0x000009a0 sub-footer

## sub 5 [0x000009ac, 0x00000a60)
0x000009ac t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000036(s=54,f=7.567012e-44)]
0x000009bc t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x000009d0 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x000009e0 t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000003(s=3,f=4.203895e-45)]
0x000009f0 t=     0 op=0x0053 size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_flag args=[0x00000001(s=1,f=1.401298e-45)]
0x00000a00 t=     0 op=0x0049 size=28 b08=0x00 diff=0xff pmask=0x0006  move_from_current args=[0x00000014(s=20,f=2.802597e-44), 0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017), 0x40400000(s=1077936128,f=3)]
0x00000a1c t=    20 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0002  set_motion_interpolation args=[0x00001770(s=6000,f=8.407791e-42), 0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x00000a34 t=    20 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000006(s=6,f=8.407791e-45)]
0x00000a48 t=  5020 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00000a54 sub-footer

## sub 6 [0x00000a60, 0x00000b50)
0x00000a60 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000001a(s=26,f=3.643376e-44)]
0x00000a74 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x00000a88 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000b(s=11,f=1.541428e-44)]
0x00000a9c t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000004(s=4,f=5.605194e-45)]
0x00000ab0 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d5400(s=1176327168,f=10069), 0x40490fdb(s=1078530011,f=3.141593)]
0x00000ac8 t=     0 op=0x0061 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=1 type=1 color=6 count=(1,2) speed=(2.2,1.2) angle=($f(10069),0) flags=0x00000202
0x00000af4 t=     0 op=0x002e size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_le args=[0x00002710(s=10000,f=1.401298e-41), 0x00000010(s=16,f=2.242078e-44), 0x00000000(s=0,f=0), 0x0000002c(s=44,f=6.165713e-44)]
0x00000b10 t=     0 op=0x001f size=16 b08=0x00 diff=0xff pmask=0x0001  decrement_int args=[0x00002710(s=10000,f=1.401298e-41)]
0x00000b20 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002710(s=10000,f=1.401298e-41)]
0x00000b30 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffff80(s=-128,f=nan)]
0x00000b44 sub-footer

## sub 7 [0x00000b50, 0x00000c04)
0x00000b50 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000036(s=54,f=7.567012e-44)]
0x00000b60 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x41c00000(s=1103101952,f=24), 0x41c00000(s=1103101952,f=24)]
0x00000b74 t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000010(s=16,f=2.242078e-44)]
0x00000b84 t=     0 op=0x0051 size=16 b08=0x00 diff=0xff pmask=0x0000  set_enemy_flags_mask args=[0x00000003(s=3,f=4.203895e-45)]
0x00000b94 t=     0 op=0x0053 size=16 b08=0x00 diff=0xff pmask=0x0000  set_boss_flag args=[0x00000001(s=1,f=1.401298e-45)]
0x00000ba4 t=     0 op=0x0049 size=28 b08=0x00 diff=0xff pmask=0x0006  move_from_current args=[0x00000014(s=20,f=2.802597e-44), 0x461c8000(s=1176272896,f=10016), 0x461c8400(s=1176273920,f=10017), 0x40900000(s=1083179008,f=4.5)]
0x00000bc0 t=    20 op=0x004a size=24 b08=0x00 diff=0xff pmask=0x0002  set_motion_interpolation args=[0x00001770(s=6000,f=8.407791e-42), 0x461c8400(s=1176273920,f=10017), 0x00000000(s=0,f=0)]
0x00000bd8 t=    20 op=0x0087 size=20 b08=0x00 diff=0xff pmask=0x0000  start_interrupt_subroutine args=[0x00000000(s=0,f=0), 0x00000008(s=8,f=1.121039e-44)]
0x00000bec t=  5020 op=0x0001 size=12 b08=0x00 diff=0xff pmask=0x0000  terminate args=[]
0x00000bf8 sub-footer

## sub 8 [0x00000c04, 0x00000cf4)
0x00000c04 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf1 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000001a(s=26,f=3.643376e-44)]
0x00000c18 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf2 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000d(s=13,f=1.821688e-44)]
0x00000c2c t=     0 op=0x0006 size=20 b08=0x00 diff=0xf4 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x0000000b(s=11,f=1.541428e-44)]
0x00000c40 t=     0 op=0x0006 size=20 b08=0x00 diff=0xf8 pmask=0x0001  set_int args=[0x00002710(s=10000,f=1.401298e-41), 0x00000005(s=5,f=7.006492e-45)]
0x00000c54 t=     0 op=0x0019 size=24 b08=0x00 diff=0xff pmask=0x0003  set_float_add args=[0x461c8000(s=1176272896,f=10016), 0x461d5400(s=1176327168,f=10069), 0x40490fdb(s=1078530011,f=3.141593)]
0x00000c6c t=     0 op=0x0061 size=44 b08=0x00 diff=0xff pmask=0x0040  fire mode=1 type=1 color=2 count=(1,2) speed=(2.2,1.2) angle=($f(10069),0) flags=0x00000202
0x00000c98 t=     0 op=0x002e size=28 b08=0x00 diff=0xff pmask=0x0001  jump_int_le args=[0x00002710(s=10000,f=1.401298e-41), 0x00000010(s=16,f=2.242078e-44), 0x00000000(s=0,f=0), 0x0000002c(s=44,f=6.165713e-44)]
0x00000cb4 t=     0 op=0x001f size=16 b08=0x00 diff=0xff pmask=0x0001  decrement_int args=[0x00002710(s=10000,f=1.401298e-41)]
0x00000cc4 t=     0 op=0x0002 size=16 b08=0x00 diff=0xff pmask=0x0001  reset_timer args=[0x00002710(s=10000,f=1.401298e-41)]
0x00000cd4 t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0xffffff80(s=-128,f=nan)]
0x00000ce8 sub-footer

## sub 9 [0x00000cf4, 0x000011c4)
0x00000cf4 t=     0 op=0x0036 size=16 b08=0x00 diff=0xff pmask=0x0000  set_primary_animation args=[0x00000053(s=83,f=1.163078e-43)]
0x00000d04 t=     0 op=0x0039 size=20 b08=0x00 diff=0xff pmask=0x0000  set_secondary_animation args=[0x00000000(s=0,f=0), 0x00000030(s=48,f=6.726233e-44)]
0x00000d18 t=     0 op=0x004d size=20 b08=0x00 diff=0xff pmask=0x0000  set_hitbox args=[0x42400000(s=1111490560,f=48), 0x42400000(s=1111490560,f=48)]
0x00000d2c t=     0 op=0x00a0 size=16 b08=0x00 diff=0xff pmask=0x0000  set_timer_current_alt args=[0x0000003c(s=60,f=8.407791e-44)]
0x00000d3c t=     0 op=0x0050 size=16 b08=0x00 diff=0xff pmask=0x0000  clear_enemy_flags args=[0x00000002(s=2,f=2.802597e-45)]
0x00000d4c t=     0 op=0x0090 size=20 b08=0x00 diff=0xff pmask=0x0000  set_drop_counts args=[0x00000005(s=5,f=7.006492e-45), 0x00000004(s=4,f=5.605194e-45)]
0x00000d60 t=     0 op=0x0042 size=28 b08=0x00 diff=0xff pmask=0x0000  set_velocity_polar_timed args=[0x0000003c(s=60,f=8.407791e-44), 0x00000004(s=4,f=5.605194e-45), 0x3fc90fdb(s=1070141403,f=1.570796), 0x40400000(s=1077936128,f=3)]
0x00000d7c t=     0 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461ce800(s=1176299520,f=10042), 0x43400000(s=1128267776,f=192), 0x00000000(s=0,f=0), 0x00000044(s=68,f=9.52883e-44)]
0x00000d98 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3dd67750(s=1037465424,f=0.1047198)]
0x00000dac t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000028(s=40,f=5.605194e-44)]
0x00000dc0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbdd67750(s=-1110018224,f=-0.1047198)]
0x00000dd4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xc0490fdb(s=-1068953637,f=-3.141593)]
0x00000de8 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000003(s=3,f=4.203895e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000e0c t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbf860a92(s=-1081734510,f=-1.047198)]
0x00000e20 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000003(s=3,f=4.203895e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x000000c8(s=200,f=2.802597e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000e44 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0x3f860a92(s=1065749138,f=1.047198)]
0x00000e58 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000003(s=3,f=4.203895e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000e7c t=     0 op=0x0033 size=28 b08=0x00 diff=0xff pmask=0x0001  jump_float_ge args=[0x461ce800(s=1176299520,f=10042), 0x43400000(s=1128267776,f=192), 0x00000000(s=0,f=0), 0x00000044(s=68,f=9.52883e-44)]
0x00000e98 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0xbda0d97c(s=-1113532036,f=-0.07853982)]
0x00000eac t=     0 op=0x0004 size=20 b08=0x00 diff=0xff pmask=0x0000  jump args=[0x00000000(s=0,f=0), 0x00000028(s=40,f=5.605194e-44)]
0x00000ec0 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8400(s=1176273920,f=10017), 0x3da0d97c(s=1033951612,f=0.07853982)]
0x00000ed4 t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xc0490fdb(s=-1068953637,f=-3.141593)]
0x00000ee8 t=     0 op=0x005c size=36 b08=0x00 diff=0xff pmask=0x0000  spawn_child_enemy_relative args=[0x00000005(s=5,f=7.006492e-45), 0x00000000(s=0,f=0), 0x00000000(s=0,f=0), 0x0000012c(s=300,f=4.203895e-43), 0xfffffffe(s=-2,f=nan), 0x00000064(s=100,f=1.401298e-43)]
0x00000f0c t=     0 op=0x0007 size=20 b08=0x00 diff=0xff pmask=0x0001  set_float args=[0x461c8000(s=1176272896,f=10016), 0xbff1463a(s=-1074706886,f=-1.884956)]
